content,score
"在家刷了好几遍了，把欠下的电影票补上了
",0.415149647102819
"内容什么的自己
",0.4361628709454797
"国外多年前就上映了，看了n次了
",0.4871646551932973
"差点睡着，看影分高才去看的，真心不好看，不知这分怎么打的这么高的。
",0.26154552701879896
"太假了，弃船里连淡水都没，根本不可能生存
",0.2177671654161798
"超级垃圾电影，简直是在浪费生命，看的浪费时间，无语死了不知道哪来的评分那么高，垃圾
",0.0003409286579063586
"2008年第一次看，期间还看过很多次，今年再看还是有不一样的感觉
",0.3426569595647936
"看睡着了！！！！
",0.15073906491018174
"他还在弹钢琴
",0.34769510908656587
"神作，巨好看
",0.24210150747862125
"??? 海上钢琴师  ??? ??- ?????? ????? ??? ??? ????.???? ??? ? ???? ???? ??.  ? ?? ?????? ???  ???? ?? . ?? ??? ?? ?? ??? ??? ??? ?? ?? ?? ???? ??? ???? ??? ???? ???? ??? 1900 ?????~ ?? ???? ??? ????? ???? ??? ???? ??? ?????? ???? ??? ??? ?? ?? ?? ??? ??? ??? ??? T.D ?? -~ ???? ???? ??? ??? ??? ???? ??~
",0.0
"无言。或许现在只有无言才是对的。
",0.06564848969379056
"太好看了，就是没看懂，
",0.4204713825343196
"我要吹爆 剧情完全不拖拉
",0.023082146117845315
"Your right is my leftNo1900 will say:your right is my right 
",0.44767845850986676
"他总是后悔，在下船时便那么做了
",0.31006204731698417
"中後劇情感覺有點兒脫 總體還是好的  個人感覺和綠皮書差不多
",0.025992318523804014
"太好看了！！
",0.3172941875540335
"我不想被关进孤儿院
",0.40938187562497586
"很坑的一次VIP，什么都没有
",0.4454480006014686
"The movie teaches me. how to focus on the one thing that you really want to chase and reach perfectly.And, it tells me how to face life which single and lonely……
",0.3380018992881275
"听见大海的声音
",0.3713994107226465
"幸好没有放弃.....一定一定一定得看！
",0.4522524282374698
"不好看，失望大于期望，个人感觉不建议去看，没有意思，
",0.017187116804418312
"That's your Amercia,1900.Your girl,which on the land.
",0.421874597530976
"我票都没去取就别让我评价了
",0.21195465910884803
"没钱? 看? ??? 
",0.08179558527496178
"太经典了！！！！！！！！
",0.2882970861847378
"电影非常非常经典，但为什么电影院的删减了那么多？？？除了斗琴和最后一段几乎没有删减，其他的部分每隔几分钟就会少几个镜头，甚至对剧情有帮助的桥段和对话也有被删除的，导致很多地方看起来莫名其妙，无法连贯地理解剧情，这样还不如不上映。
",0.20453314153839908
"几年前看过一次，去年又重新看了一次，没想到它竟然重新上映大屏幕了，实在太开心?
",0.14052732701977844
"本想给满分，竟然把我媳妇看的哭了，扣一分
",0.049229700670104126
"Where are my street？Here！my forever……
",0.44767845850986676
"太**了，故事也
",0.2644031237158463
"陆地上的人们浪费了太多时间去问为什么
",0.03157975637755284
"我能打我心中的分数，随便凑几个字吧！
",0.33398845135964295
"过誉。嗨行。
",0.4737672181921908
"确认过放映厅里只有我一人，可以放肆地挥霍我的感情了
",0.32925989976103653
"这都是**什么鬼，你是舰长吗？下去会死吗？舒适域出不去吗？音乐剧吗？浪费时间。
",0.06536971264204394
"Thanks, 1900.
",0.4737672181921908
"再一次的淚流滿面?
",0.3148858952078032
"好了知道了吧集结里
",0.41605757933032084
"我看不见尽头，所以，我选择不下船!
",0.3404933460815299
"Playing Love
",0.4737672181921908
"就那样，在里面打麻将也没怎么看
",0.1442887178220421
"超级烂，看的我时刻想睡觉！
",0.32582919691972045
"听觉得到满足，有人说不好看，我当场就把他打残了
",0.1300141100998301
"看得我快睡着了。
",0.2034250200831519
"恕我直言我有点看不懂咧
",0.11303708239594823
"二刷钢琴师，一样的让人心潮澎湃
",0.3219282273537686
"还行，，，，，
",0.4348887632106585
"关闭了你一扇窗，就会开启你另一扇窗。无法接受踏入陆地，可能就是上帝对他的惩罚。
",0.04112456352376237
"钢琴弹的真好
",0.4333894495342028
"不好看不好看
",0.3257337539651999
"垃圾电影 实在不想多说
",0.06427982990430503
"有点失望删减挺多剧情的。
",0.39666157165894445
"电影满分。银河影城热死人差评！！！
",0.0705197018673821
"十几年前就看过的电影为啥说19年上映的？？？
",0.010602104386791433
"老早就看过的片子拿出来骗人
",0.30543340802011454
"垃圾电影，全程懵逼，都在睡觉。
",0.3869572833068955
"太好看了！！
",0.3172941875540335
"下不下船呢？
",0.4058824730905142
"看到想睡觉 催眠
",0.4411549489383825
"一身清贫怎敢出邮轮，两袖清风怎敢误佳人。
",0.49498671610040457
"满分，不能再少?
",0.43751321361571904
"想不通为什么走不去那艘船，一个天材的钢琴师，可惜了
",0.04066244420536669
"没有我 我的音乐哪也不去
",0.49517923803039166
"没看明白，似懂非懂。
",0.43280856541109747
"不需要说太多，懂的人自然会懂
",0.3429589680390972
"最差，不晓得评分怎么评上去
",0.005551109179103397
"还你一张票，1900
",0.14165009466194656
"感觉删了差不多30分钟，画面跟10几年前在电脑上看的差不多，没有明显的提高，确认为翻炒冷饭，赚情怀。
",0.04549589134768606
"hao钢琴弹的贼好！
",0.3786567375793515
"真的很一般不会超过8分
",0.2911509040894691
"～我不同意你的观点，但是我尊重你的决定
",0.3179814871180394
"经典，视觉听觉都是一种享受。但是居然有人在中途打电话，妹的，没素质。
",0.10386395935319181
"不好意思 我没看出多大意义
",0.3397264144107953
"补一张电影票
",0.3712380744596836
"life is too big a ship for many of us. we have no other choice but to move on.
",0.22339010201147835
"不好看，烂片烂片
",0.049266304960385976
"不知道说啥了
",0.25248021845222945
"只有满分，不解释
",0.32419142890407626
"我只能说 看睡着了
",0.11144547421527051
"太困，太文艺，看睡着
",0.41746340175121444
"看的我很无聊 两个小时坐如针毡
",0.3990711799151454
"去年腾讯都有的电影，为啥现在拿出来上映？
",0.14400352598018296
"烂片，评分都是买的吧
",0.11070163435284552
"真的好看极点
",0.4743447828576134
"真不知道评分怎么来的
",0.24493738675264998
"难看的要死真的是
",0.18982342047965206
"不知道看什么
",0.42895162086768057
"超烂的电影，我看过最烂的电影，看得我想退票一直想打阔睡。太难看了。我的天后悔惨了。
",0.00010448594535172884
"一般般，我觉得二十块可以看
",0.23557491914099948
"早在网上有了，翻炒骗人？
",0.03514645526360538
"太无聊了。不知道什么**剧情。肥皂剧。强烈不建议看。。。睡着了。。。
",0.047067646256414686
"最想离开的人，关门总是最轻。
",0.316675948489732
"Fuck the regulation！
",0.4737672181921908
"一个好听的故事比评分重要多了
",0.38807774701320497
"小孩子看不懂的，难看
",0.22914902563406336
"没有情节，差评！
",0.12380741600641376
"啥都看不懂 烂片
",0.14073434886604608
"经典！！！！
",0.46016312158778205
"太差了！简直差到不行！浪费时间去看！！还有那个死胖子那眼珠子我特别讨厌！转来转去干嘛！谁看谁后悔！都不知道这好评怎么来的！！浪费我时光！
",1.4812332116420635e-07
"垃圾片！评分假的！
",0.07273563879179401
"有没有负分评论？我从来不评论，我来评论一下，负50分电影。浪费时间，无聊的电影，浪费钱，完全没意义。我还是在电影结束给你的分，完全看不下去。gunnima，电影。
",0.0008657429011929008
"若是我，恐怕也不会下船的
",0.2794652645380781
"不好看，都看不明白的要说的意思
",0.4033149297532692
"太太太难看了，不喜欢这样的，原谅我的看不懂，睡着了
",0.026588244286075757
"可是，这是好老的电影了，还要发钱看吗？
",0.3717393879208908
"这这一点都不好看，真不知道这评分怎能这么高？？？故事太假了
",0.08680764258823792
"电影虽好   但是165分钟砍到126分钟你确定没问题？
",0.014015229128728324
"**哟。死**难看。后悔死了还买了很多东西去吃着，准备慢慢欣赏，
",0.027209151766949824
"五分好评，不解释了，就是好！
",0.1449956897006479
"真的太感动了！！！！！
",0.3144135943217672
"很不好，很失望，前后没有逻辑，最后炸死了
",0.10874492095626109
"真垃级，没办法看
",0.1285994963444077
"不好看，没意思，无聊
",0.02723942931741996
"英文字幕呢？嗯？一点小剧情陪衬都要删？还有，字幕翻译组，你们真的像是走投无路了才来当翻译的，豆瓣评分9.4的电影，你们一整我TM看的想把字幕扣掉，三星及格吧，要是不谈电影我一星都不想给。
",0.2826829493366413
"the world is endless
",0.4737672181921908
"阻止他的不是看得到的地方，而是看不到的地方，无休止的，没有尽头…
",0.32651556536303195
"今年，总算看了部有内涵的影片
",0.11955570820749262
"may you have courage to change .
",0.4737672181921908
"很好，看过了有点压抑，人不能太有才！！
",0.2195775802647818
"大爱～打算二刷
",0.3191193114202423
"懂我不用解释，不懂解释也多余。
",0.02273146097920309
"哪个说不好，站出来！
",0.1911764676101081
"差评 电影院设施简陋 隔音不好 服务差 不人性话 最好别来看
",0.0003772390640578438
"Life is immense.如果能等片尾字幕全播放完再清场就更好了
",0.4676834831247154
"删减太多了。
",0.32627094833135406
"生在钢琴上，死在钢琴上
",0.22689105239497098
"看着都快睡着了，没看懂什么是重点。
",0.1561226931207348
"太过于经典。
",0.45236892064629464
"太好看啦，第一次看这么好的电影，还想去二刷
",0.3873911669418053
"不咋地，全程看的想睡觉??????
",0.19375265909490536
"当年的经典神片重映结果一堆人说分是刷的看不懂?我???
",0.36604539652781976
"虽然剪过 但值得去影院看一次 全场就我一个人 把工作人员哭进来了…………像是带糖渣的碎玻璃 又像带玻璃渣的蜂蜜 
",0.47497961701425984
"這套十年前的電影，我都看了5次了，現在才上畫？？？
",0.41033916621052513
"太伤心了，遗憾
",0.47916080086516233
"这电影不是在网上早就出了么
",0.4937697712685075
"Don't change your life,never start fresh. 
",0.39649036561138595
"太好看了！！！！！！！！男主好帅啊！！！！！
",0.05300338149479489
"好无聊，全程噪音
",0.1365461065372685
"看到1900下船那一刻我他么差点就信了。。。那些我看不到的，才是我害怕的
",0.2077880165194076
"如人饮水冷暖自知
",0.1604493589016579
"一直一卡故意父母亲
",0.4242464151131706
"给电影20分，电影院负10分，半场电影一直有东西在旁边响来响去
",0.01355987880447762
"最差的片子，为何评价这么高啊，失望
",0.08412827142246859
"没有我，我的音乐哪儿也不去。
",0.49517923803039166
"看了预告，原来又是娱乐圈的那帮人来准备赚个满盆金箔了，别糟蹋了好电影，还是看原版吧
",0.19256218624073085
"绝对的满分电影 就是不知道为啥又突然搬上银幕
",0.18343408790575955
"太难看了 抑郁
",0.45934471696891643
"电影是好电影，给8分是因为以前看过一模一样，炒冷饭也该加点葱花提提色吧
",0.217762526398391
"不知如何写，如何说，这部电影是我刷的最多的一部…选择泯然于众的生，还是选择忠于自己的死？？？难以用文字去刻意去表述，经典就是经典，大海的声音到底是什么样的？…
",0.30815037661964284
"完全看不懂。。。
",0.3854231116538418
"是真的无聊的爆炸
",0.18631130105621785
"看不懂，睡着了
",0.2562832042306231
"好喜欢钢琴师的坚持
",0.4684701923685045
"菜骗钱来了又哎弱爆了
",0.004195653537487409
"不好看 别被评论骗了。这种片子相比音乐之声差多了
",0.02435781509961854
"挺好看的  人见的少了欲望就会少 谁都会害怕重新开始  人不去认识人不与人打交道是一件很可怕的事情1900就是我说的如此  也可以说他朋友有点扯确实像乐器老板说的那样 你太没用了 不过剧情就这样安排的  
",0.20334606432949687
"没看懂也没听懂
",0.30432081975220704
