content,score
"感人，伤感，惆怅
",0.9998909273644518
"反正我是没看懂它想阐述什么
",0.5275931165249436
"站在舷梯中央的1900望向烟雾弥漫的都市，甩下毡帽，毅然转身回到他安居的大船，继续在他有限的琴键上创造无限的音乐。他也许依然向往着只有在陆地上才能听到的海声，那个匆匆离去的女孩，还有陆上那些美丽的国度。但都市背后的无限又令他如此惶恐和迷茫...炸弹响起，他仍端坐在那里弹奏着虚空中的钢琴，生于偶然，死于决绝。我认为这个结局是凄美的，也是令人惋惜的。因为陆地上的琴键依然有88个，而那个广阔的世界也不一定令人如此无可适从。他也许能从陆地上的海声中重新审视曾经的生活，在无限之中找到立足之地：一栋房子，一段爱情，还有只属于他自己的音乐...不得不说埃尼奥?莫里康内的配乐让影片在听觉上臻于完美。
",1.0
"我这个人比较肤浅 欣赏不了这样的电影 看完都心情不好 明明一身才华 却偏偏拒绝生活 选择死亡 真是毁三观 本来带俩孩子想轻松轻松自己看个电影 看完更抑郁了?
",0.9999823084685844
"挺好的，斗琴
",0.8129776659132966
"人生的目的是什么，很多人往往把人生的道具如纽约 高楼 房子 女人 孩子等当做人生，由此产生无数的烦恼痛苦，而此外还有更精彩的追求，1900与钢琴的关系只在海上有限的世界里更精彩
",0.9999999995719204
"看了以后，感悟很深，每个人心中都有一艘船，1900，他深邃的眼神，他冷恻的孤独，他深深的哲学者，他怕大陆，怕很多不该去触碰的地方，他很孤独……
",0.9999999712640507
"是喜欢了很久很久的电影?也是看了很多遍都没能看完的电影今天看完我觉得明朗的同时又开始纠结关于生活关于未来
",0.9999879965159009
"有些没看懂！感觉很抽象，也很复杂。天才钢琴师很优秀但是是不是也有些懦弱呢？或许他只是想简单的演奏，享受艺术的灵灵魂，并不想过繁杂的生活。船上生，船上亡！一只船一段人生路。没有国籍，没有生日，不知道父母是谁？迷茫止住了他下舷梯的步伐。下了船，他找不到人生路，似乎也很孤单，也很恐惧，悲情！！
",0.999999999990792
"二十年前的老片，以前看过好几遍。每次看完之后就是Endless blue sea一样的sad. 这次最后一段终于又复习了一遍，钢琴只有88个琴键，邮船上每次只有二千人, 而陆地上有无数的街道，无数的人，能够演绎88个琴键但无法踏上陆地，就像无法演奏无尽的琴键。经典就是经典，与黑人爵士乐之父较劲烟燃神技，永远是令人难忘的神乎其技的桥段!如果能有个续集，男主离开邮船游向大陆作为片头，那就太好了！
",0.9999999989908728
"好故事，可比旧小号值钱多了
",0.9584314227533797
"超级好看！好想再看一遍！
",0.7797095217871765
"如果能有一个走出去的结局就好了
",0.9890741588578158
"有人坚守一些东西，最后，你也不明白这是勇敢还是怯懦。但是，又不得不佩服。生活是无限的，但是人却是有限的，能了解自己，并做选择已是一种幸运吧。虽不认同男主，但理解他的所有想法。有时候，和最好的永远在一起，这个人生态度，太酷了！
",0.9999999124593643
"“世界太大了，你怎么知道你选择的街道，选择的另一半就是对的呢？”
",0.9528146664879035
"有思想的影片
",0.7642898972280611
"钢琴的琴键是有限的，而在这些琴键上创造出来的世界，是无限的。
",0.9996051956007044
"每一首曲都映射出某一类人、某一刻情绪，代表了他一生中重要的记忆片段，有感而发，随性，随心，也是他留下的痕迹，在过客中的足迹。乐器是他的重要拍档，这艘船是他一生 最熟悉的 ，无论来来往往的人有多少，陌生多少 都足以让他安心，因为在他所能掌控的范围内。人一旦脱离了自己的掌控，感受到自己的渺小，就会像是被抛弃在海中溺水的小人，怎么挣扎都逃不不开这个怪物的世界，即使拼尽全力，但从上帝的角度，仍然渺小如蝼蚁般 无法与之对抗。这个嘈杂的世界，鲜少有人能够在继续保持平静，最终都会被迫成为一颗小小的齿轮，不停地转着，没有尽头。但是不管怎样，我们都不放弃，即使迷茫过，但依然奋斗努力着，知道找到答案 并奔向她。
",1.0
"在某一方面天才，在另一方面总是有所缺失。每个人的生活都不一样，不一样的人生取决于你自己对生活的理解。祝我们幸福。
",0.9987521215468107
"一点都不好看  都是音乐演唱会
",0.664146146564783
"写了很多，最后都删了，如他这般，留给自己
",0.9333828696945187
"出生是无论如何也改不了的，对性格、成长存在一定影响。感动他执着的选择音乐。一双略显神经质的仟手就似黑白键上疯狂的舞者，钢琴给了他无限的人格魅力，喜欢这片的人不自觉的会被他牵着走下去。为了音乐，放弃爱情对美好生活的向往对于他也只能是停留在优美的乐曲中，看得让人心酸，泪奔。男主的眼神是片中的看点，每种眼神都透着他的情感、心绪……钢琴曲贯穿整个影片，给人听觉视觉不同的冲击。同时，说故事者也让人感动，再孤独的人都有收获友情。优雅的琴声，无论何种乐器演示，都会让人憧憬徦想，走心。爱每一首喜欢听的音乐。
",1.0
"在某一个瞬间  突然看到自己的影子  就像歌中唱的那样  有些人  一旦错过就不在  就现在开始  我不会在犹豫  无论场合多么不堪  或者尴尬  我也义无反顾
",0.9998131660712208
"感动呜呜呜呜
",0.6249475820650339
"如果一定要说点什么就是我去了隔壁城市一起看了一部原本以为没有什么共同点的电影，音乐可能是和女孩的那一幕才知道情感的表达。有时候感觉好奇怪，我和以前似乎一样又似乎不一样。
",0.9946942907258883
"真的超级好看
",0.6452123476902283
"以前就看过，这次重温一遍又有不同的感受
",0.9922361337382509
"很久以前的电影了，看着看着感觉男主角好悲伤好孤独，但他又习惯了一切。可能是他的出生就决定了他的一生吧。
",0.9999996497620135
"真的很好看 重温经典 最后那一幕 还是看哭了
",0.9996900960510012
"音乐真的很动听，故事有喜有悲，有起有浮，有笑有泪。
",0.9999889108919782
"看似风平浪静，却又百感交集的一部作品
",0.9838607904887622
"没有想象中那么好，但也绝对值得一看。
",0.9473188157809612
"生命所不能承受之重
",0.9335224059082833
"故事很浪漫，很美，也很悲伤很残酷。
",0.9999930344040482
"启迪人生 ?
",0.9613616316002241
"1900虽然看透人生轮回，生于海，回于海，厌恶战争，恐人丗险恶。但这种思想还是一种逃避，不敢面对苦难。没有享受亲情与爱情，对世界也无可留恋。应学习女孩的父亲，那种对人生的态度，学习乐器店老板的艺术生活。
",0.9999999999999167
"1900神奇的人物 正如还能衣冠楚楚地出现在废旧的轮船上 他的一生就是船头到船尾～
",0.9989603389207878
"震撼，喜欢，好看到哭，意大利的影片，音乐总是带你飞起来，巨制，不知为什么有史诗般的感觉
",0.9612307385115345
"这是一部不需要评论，只需要好好感受的电影。
",0.7542883801451471
"我喜欢这部影片很重要的一个原因，是从1900开始无师自通的弹钢琴开始，没有乐谱，没有老师。完全的灵魂出演，每一个音符都是从心里自然而然的流淌，指尖划过的琴键是灵魂在自由的飞翔。那样自然而不留痕迹的占据了你的心。更多的是妙不可言。命运这个东西真的是不能细琢。活成你自己想要的样子就好。影片内容丰富，很值得一看，自己可以认真品味，多言无意。
",0.9999999861139384
"大学时候第一次看，如今再看经典。。。
",0.9750265182609211
"不忘初心的诠释。
",0.6849332003800304
"电影太深刻了，有些看不懂，钢琴谈的确实很好
",0.9475009495413985
"超级好看，值得
",0.8305973441853722
"太好看了，电影院哭得稀里哗啦的。年纪大了，才懂什么孤独，什么时候会恐惧和迷茫
",0.99998461381263
"一部不错的艺术片
",0.8924226748944458
"跟任何人无关，只是，他活在自己的世界里。在外人看来，踩在地上，是一件十分自然的事情，但对他来说，那是另一个世界。使他不能掌控的。对他而言，他只懂得一种活法。那就是：在自己的世界里，无限地活着。
",0.9999919808188465
"细节难懂，得一个人慢慢品味
",0.9949794479253181
"经典无需赘言。人物传记影片，永远那么让人着迷。A sorrow story，Do you remember me?
",0.9434484217595859
"早就看过网上的，这次是来补张电影票。这是个寓言故事，让人看尽一生。和楚门有相似之处。
",0.89256569773171
"十年前看过一次，整个剧情都记得。今日再次重温，蒂姆.罗斯演的太有深度了，为老电影喝彩！
",0.9992999626813494
"挺好看的，有哲理！
",0.9480764902932598
"结局不大好！故事
",0.9935407593303489
"好电影，强烈推荐。
",0.9153680780816775
"经典还是经典
",0.917111463698583
"特爽就自己和朋友看，成了“私家影院”感觉。现在很少人去看这种从影的电影，不知道是我们这里删减了，还是所有国内影院都删减了。不过删减的不是多么重要的片段，还是熟悉的味道
",0.9998075753609463
"陆上的人喜欢寻根问底，虚度了大好光阴，冬天忧虑夏天的姗姗来迟，夏天忧虑冬天的将至，所以他们不停四处游走，追求一个遥不可及的四季如夏的地方，然而我并不羡慕
",0.9935825728282326
"差点看哭了。
",0.550079041773153
"20年重映，重温经典。从外到内的震撼。琴键只有88个，而生命是宽阔无边的。
",0.999956234909924
"有要看第二遍的冲动，1900是永生的……
",0.9344936770658812
"好看！结尾有点伤感。
",0.9992496192404854
"重看一遍还是很回味
",0.9901164982988401
"as it was
",0.5262327818078083
"讲述一个钢琴演奏天才的故事，感人。在现实中尊重每一位天才。也愿天才遇上知音。
",0.9992473530582044
"不多说 美秒！
",0.7798317453552946
"经典不愧是经典
",0.9975636904776675
"旁边的小姐姐看着看着都哭啦
",0.9085132607872038
"太好看了，非常感人
",0.9532797431236177
"好可以 反正看到最后有些心酸的。人不是要向前看吗 怎么就走不出那艘船呢 ，。
",0.8448793735780682
"之前看过了，很想在影院看一次，了了心愿
",0.9708853869434249
"非常好看，耐人寻味 演技在线 音乐很棒
",0.953617123161506
"海上钢琴师也许就是代表我们每个人心中那块不愿融于世俗的坚持，也许是爱情，也许是梦想，也许是珍爱的不想改变的东西，愿意用自己的生命去交换，每个人的内心都有这一小块，孤独的不被理解的存在，即使是最亲爱的小号手，也只能聆听而无法理解，而生活中现实的陆地是上帝的钢琴键，而我们活于此陆地，有的人变幻莫测的命运，弄丢了自己心里的珍宝，而有的人即使苟延残喘，却一直坚持初衷，也许看不到尽头，无法把控世界，但可以有自己最初的坚持。
",0.9999999999999405
"从未踏步陆地的人一生与大海为伴，对充满无尽未知的陆上生活，充满了惶恐。被他偷偷亲吻过的姑娘，那一世一次却一次一世的悄然情愫，他却追逐了一生。正如黄执中在奇葩说上说道，比起恐惧的事物更让人恐惧的，是恐惧本身。因为恐惧，因为害怕，因为小心，因为警醒，于是人们失去对事物理性的思考。每一船2000位乘客为了各自心中的America梦踏上了弗吉尼亚号，他却拒绝了他一度向往的没有尽头的世界，从栈桥走回了船舱。
",1.0
"高中上课偷偷看的片子，实习了一段时间再看又有了不一样的感受
",0.9997354734725643
"哭了一场！艺术家就该存粹，不被繁华喧嚣的浮躁所烦心！既然选择了艺术就不要为钱而艺术！孤独寂寞灵魂是艺术家最终的结局……
",0.9999999999505789
"有点过时了，一般化
",0.6101070590288016
"好久没有看过这么好看的电影了，抓住我的心疼的要命。我哭了  因为我么走不出来
",0.7069792192260419
"好看，没有评价
",0.6239465978799815
"这部电影超赞！非常值得一看，最精彩的就是1900和那个钢琴家比赛的一段！我给满分10分。
",0.9996848093384074
"太好看了，感动
",0.8883658481645945
"好的片子每次看都会有新的感受。
",0.9793597121604447
"很好!感人!
",0.9841448028519237
"这世界允许有些人  有些恐惧 有些弱点 就是没有办法克服  和闺蜜一起去看的 很久之前就在豆瓣和知乎上有看到很多人的评价非常高 但一直没看  前几天跟闺蜜一起去了 真的非常感触 也对自己多了很多宽容    结局他往回走 我真的有感动到  很多时候我们都是被鼓励着要勇敢 要无所畏惧 要去将一切美好带给他人 带给世界 但更多的时候 我们需要承认我们的弱点 要看到恐惧 爱情很美 它触动你的心灵 它值得你赴汤蹈火 但 我们也必须承认 环境很强大 孤独的灵魂也很强大 都走不到世俗 有时 哪怕是为纯洁美好的爱情 也不行。 天才会孤独 但有自己世界的人不孤单 
",1.0
"小说很久以前看过，被剧情打动。电影中，演员对角色的演绎拿捏的恰到好处，感情真挚表达细腻。电影中，钢琴曲的创作，特别是斗曲的部分也很精彩?
",0.9999999999787754
"好看，气势磅礴，电影非常震撼人心，
",0.8796569079128501
"感动，震撼。
",0.9658048833081233
"有人觉得这是一部好片吗？我不懂为啥还有人看哭，也许这个电影与部分人生活产生了共鸣。不是说自杀的人不会上天堂，会***的吗？不爱惜自己的生命，说啥有限的生命创造无限的可能，刚好这句话有点正能量了，结果又说会不会在这个世界自己只是一个无名小辈，?，他在抱怨自己生下来就没有人认识他，还是抱怨自己不论怎么努力也不可能有自己的一席之地，我很俗，能看明白的就这么点
",0.9999991188705181
"看不懂，艺术情节过于复杂没有跟上节奏。
",0.8443251067374056
"感动哭了，也许你有好的故事，但是却没有人愿意倾听
",0.9991659540997546
"很好看，适合我这种经常一个人去看电影的人。结局有点扎心
",0.9993089803684821
"我觉得要静下心来才能看的下去，一个人去看的，后面发生了什么我都忘了，没看完
",0.9437959385266985
"很棒！看的我不想谈恋爱了
",0.9507633583676428
"可以理解，但不能体会到下船的那个瞬间
",0.9727323056964593
"所以你是希望找到你的船还是大陆呢
",0.8346260184992582
"好看，值得看一下
",0.8965173794508213
"没有什么曲折离奇的情节，却让我总是想流泪?_?
",0.9725293210537702
"第六遍刷，也算是补上了这张电影票。害怕尽头的1900或许比所有生活在陆地上的人都更加有勇气。他知道世界的尽头，也明白自己的人生。船就是他的世界，他也随着他的世界一起消失了。
",0.9999931237429891
"还不错，值得观赏！
",0.9940740235189869
"完美，一辈子有这么一次机会在电影院看见1900真的很幸运
",0.9968297602496012
"文艺片，里面真挚的友情，让人感动，
",0.9998269595634245
"很有深度的一个电影，打动人的内心。适合成年人看。
",0.9988114739925457
"挺好看的。。
",0.8366018440268534
"还不错，挺煽情的
",0.9281212536193857
"重温经典，就是影院的人不多
",0.9768528784317528
"自杀的人的一生也值得阅读
",0.9969477636395209
"有删减，还是好看
",0.6947492363964966
"  好看  尤其是细节很细腻，片段的切换能很好的带动人们的情感。片中有关人生的态度和视角引人思考，什么叫“尽头”？可能88个琴键对于1900来说才是人生的peak。然而这， 无关对错……
",0.9999999288614303
"海上钢琴师想看一次陆地上的大海。
",0.6965945670520344
"虽然明白但不支持? 
",0.5165540324392947
"很感动多么希望他能走下船
",0.9761148862323279
"一张破碎的唱片，一段尘封的回忆，揭开一代海上钢琴师的神秘面纱，勾勒出精彩而又悲壮的往事。在豪华的Virginia游轮上，从黑人船工将这个婴儿抱回的那一刻，就注定了他不平凡的一生。举一反三的阅读能力，以及无师自通的钢琴绝技，一切神乎其技的手法似乎都让人如梦似幻。然而1990的传奇人生，如同他的音乐一样，难以被这个城市所包容，正如他看不见海岸上城市的尽头一样。陆地上的战火硝烟无处不在，即使匆匆而来的爱情也只能随风而逝。之所以宁死也不愿意下船，不是因为恐惧陆地上的生活本身，而是那看不到尽头的绝世独立感以及那不知何时能平熄的硝烟。也许有些美好注定要被尘封，如果真的开启新篇章，那就不再是传奇了。
",1.0
"特别棒，已经是二刷了
",0.9599606359213833
"电影拍摄的很震撼，但是结尾不喜欢，男主太懦弱，不敢面对现实生活。
",0.9999460288572003
"善良的锅炉工，没有小孩的大人会被关进孤儿院，纯净的眼睛，一首曲子一个故事，每个人的命运是一首不同的钢琴曲，最后作为朋友的无奈无助，怎么可以有怎么完美的电影啊，看完片子我许久出不来，完全沉浸在1900的故事当中啦??
",0.9999999971894118
"再看一遍还是很喜欢
",0.9203199386024213
"心中挚爱没有之一
",0.9611252150600037
"还是挺好看的
",0.8618851078643004
"虽然没怎么看出和之前的区别，不过还是觉得超级好看，特别是pk那段。结局虽然是悲剧，但又觉得很自然，也值得思考。
",0.999993388836547
"有点闷，很多片段诠释得不是很合逻辑，导致故事情节不流畅！可能片段被剪掉造成的问题。故事是感人的。可能未删减版好！
",0.9999786346617902
"十几年前第一次还是小孩
",0.6218973536656296
"跟随着内心的纯粹，孤独而又自由不羁的灵魂，一个人的乌托邦
",0.9998401072626639
"钢琴曲都挺好听的。
",0.5470639768895929
"每个人的心里都有自己的一艘船 一个近乎偏执的小归宿 只是因为它让我们感到实实在在的安全 不致无枝可依。
",0.9115730628270338
"不知道写什么，也不明白为什么哭，大概是音乐吧
",0.6114297421113708
"很不错！值得看
",0.9758977053753316
"很棒 。就像听了一篇很有意境的故事。
",0.9963964682154299
"让我每天都想来看一遍的电影，感动于1900的执着，感动于友情，感动于爱情的一念之间！
",0.9999999543482959
"艺术上完美。
",0.9691882777790279
"一个人包场看了。第二次看，还是哭得稀里哗啦！
",0.9038872021097147
"钢琴对决那一段非常精彩
",0.5329627757270181
"非常感人，同事推荐的，心疼他没有勇气下船，心疼就这样一个天才钢琴师就这么走了。非常不舍！值得观看！
",0.9990196273851726
"不太相信影片的设定，个人愚见是：1900可以阅读人创造音乐，跟着想象力旅行，他一定会有办法在陆地上想象海洋，离开和不离开，仅仅在一念之间，不会影响他的任何。
",0.7562722333732844
"很不错，很棒的一部电影！
",0.9972346022378461
"即是天才也是疯子，一个故事，一个表情都能成为他的灵感，遇见了爱情，最终还是因为恐惧陆地上的一望无际而没有下船，对于他来说，陆地上的高楼，繁琐的街道，都是那么另他恐惧，一双空洞的眼睛，最后还是和他的船一同消失了，只因为没有勇气开始新的生活，对他来说，可能去陆地比死亡更可怕
",0.999999977069865
"好好先生西餐厅……不
",0.5689500797746351
"非常棒的环境和体验
",0.9803147864419901
"很早的时候看过，终于在电影院再感受一遍，很有深度的片子
",0.9844087413673785
"看后感觉心情很沉重
",0.894548993988815
"10年啦 以前看过 但是剧情忘记很多只知道有那样一种人以那样的活法活着令人感动极端典型有些贬义但我还没找到更恰当的形容词 没有人会告诉你活着的标准答案也没有人告诉你怎么死才最有价值除了你自己去热爱生活爱自己爱生命爱大自然吧爱就对了
",0.9999998643199564
"有种淡淡的忧伤，或许真的只有在船上，他才能演奏那么美妙的音乐。
",0.9999565571741977
"音乐的至高境界，人乐合一。致敬经典！
",0.995583215025643
"好看，男主角还是有魅力，喜欢他的演技，没胡说
",0.9955566143489613
"“阻止我的，是那些我看不到的东西”多年后再看，终于理解了1900选择不下船的内心感受。有些事，历尽山河方看清；有些人，回眸一眼便永恒。愿我们的眼睛永远有光，永远清澈如初！
",0.9998273673300478
"好看不实际，音乐美极了!
",0.9257045325674251
"经典就是经典
",0.9009509963040594
"来了，就好好走下去，有些人都没有机会来到这个世界
",0.9847570094703506
"海上钢琴师评分一直都比较高，想看却一直没有机会，正好赶着这次电影院从新上映，就自己买票去看了。怎么说呢，这个电影是属于非常震撼心灵的电影，1900的一生，只忠于自己的灵魂，知道什么才是自己想要的想过的一生，死亡也需要很大的勇气，是上天赋予了他这么伟大的才华，上帝对于每个人都是公平的，离来了船，这些才能就没有办法更好的展现了吧！有些人，一转眼也就是一辈子，所以，珍惜每一天，珍惜你遇到的每个人在一起相处的时光～
",0.9999999999996907
"下悬梯的1900就像生活中的我，我也选择不下船，对“妈妈”的诠释，简直太给力了。
",0.934686243509476
"每个人的一生总会有一段时间像消失了一样，每个时代总会有很多人被遗忘；过去的会在未来发生，现在是唯一避免的机会
",0.9999972054791605
"不错啊，很有感染力
",0.9588804843258092
"太好看了，难以置信
",0.511327086116308
"1900，让我懂得音乐是一个很纯粹的东西。走下船，大千世界如此诱惑；但却坚持返回船上，也许不下船并不是害怕看见陌生的世界，在我看来1900是害怕走出去，就再也找不回那干净的音乐。
",0.8898638974663606
"好看好看，记得带着基友
",0.894848329843884
"说实话，是没有什么好电影所以评上高分吧？很符合一些文青的感情世界吧，什么世界太复杂路没有尽头，在88个琴键上能自如演绎自己的人生，看不懂人性贪婪需求太多太易变化，宁愿留在熟悉的船上即使自我毁灭，巴拉巴拉...命重要还是尊重他的情感更重要，？真的是好朋友就应该把他打晕把他离开即将炸毁的船再说，从来没有在大千世界生活过，***呢，没有实践的生活说的能真有道理吗？电影是艺术的表现没错，但也得有点意义吧，事实上说来说去主角男就是没有勇气面对不同的生活罢了，一个没有勇气的才子的故事，给厌世的人看了说不准多几个...
",1.0
"很有深度的电影。
",0.8980786946872289
"抱着试试看的态度。海上生海上死海上一辈子，从来没下过船，无师自通的高超钢琴技巧与天赋。“In all that sprawling city, there was everything except an end. There was no end.”“And if that keyboard is infinite, then on that keyboard there is no music you can play.”钢琴?88键有始有终世界这个键盘太大了，无限大的键盘，让我怎么演奏？那是上帝的钢琴。整个影院就俩人，内姐姐说看到有一个人看她就买了，害怕，坐我隔壁了
",0.9999986020735607
"比第一次看有了更多感触。
",0.6302898477995895
"人之所以为人是因为灵魂  听灵魂的声音  让生命活泼可爱
",0.9999506168841715
"值得一看，十分震撼
",0.935519298287402
"不得不说真的是一部很好的有情怀的文艺片，演员演技真好，贯穿他的一生看似很平，但内心世界却又是那么波澜。他出生在船上，离开也在船上，他曾经渴望逃离现实却又被拉回现实，无数次那种内心的挣扎，主角的眼神表演很到位
",0.9999999999999998
"20年的时间在电脑差不多刷了4，5次！年龄越来越大，反而觉得越来越孤独，看见1900，突然觉得孤独不可怕了，可怕的是无处安放的自我！
",0.9936088271343215
"很有感受的电影。天才的世界不是常人能够理解的，但是情感还是一致的
",0.9999445867033865
"有一段把我看哭
",0.8650296663565874
"??????孤独的灵魂，钢琴键盘是有限的，可表达的音乐可以做到是无限；街道是有限的，可是大千世界是无限的，是不能把握的。孤独的灵魂可以自由自在，有没有痛苦？各人各有自己的答案，也许我只是意识到了自己的答案的悲情，所以流泪，我依然理解不了主人公的悲情，我只是理解了自己的，孤独中的一份悲情。
",1.0
"凝神，入迷，遐想 三个眼神演绎了fall  in  love at  first sight 你被吸引，沉陷其中!所谓生活，选择，梦想 俗气至极，所以它什么都不说，只告诉你1900的一生，他在船上听不到大海的声音，他走下舷梯，找不到自己的路。在船头和船尾之间，在仅有两千乘客的航程中，在八十八个琴键中，他有无限创作，而城市什么都有，就是没有尽头。与现实极致的脱离，造就了极致的浪漫主义。朋友的懂 ，懂到就是相信他在船上，懂到知道用什么方法找到他，懂到说服不了他下船，宁肯尊重他选择生于船，终于船。1900,他永远不为人知，永远耀眼璀璨!我的大爱，推给了很多朋友，希望她们看后感觉如我!
",0.9999999859924384
"看了4.5遍了，电影院看果然感觉不同。
",0.698147431868317
"读了这么多书也没读懂人究竟为什么而活，怎样才能快乐，但电影让我看到，1900的人生是简单而快乐的，也许快乐的奥秘就是简单。死亡并没有那么可怕，真实而复杂的活着才可怕，人如果不能逃脱喧嚣浮躁的生活，至少可以step out of life.
",0.9999999982307051
"好片子一定要看，有深度！
",0.8760386414592081
"真的是经典！
",0.8180794517826155
"一生只做一件事
",0.8120141972253941
"听说很好看，但未看。
",0.8704291158627193
"经典~讲述了一名音乐天才的坚持本我 不愿意融入红尘
",0.9988175173628336
